Site,Sample depth,Age,Mg/Ca,Mg/Ca adj,Species,Paleodepth,Reference
ODP1209,139.5,39.715,2.21,2.25,Oridorsalis umbonatus,2388,DawberTripati11
ODP1218,250.9,39.725,,,Oridorsalis umbonatus,3566,LearRosenthalOthers04
ODP1209,139.53,39.749,2.07,2.11,Oridorsalis umbonatus,2388,DawberTripati11
ODP1209,139.55,39.767,2.11,2.15,Oridorsalis umbonatus,2388,DawberTripati11
ODP1218,253.75,39.769,,,Oridorsalis umbonatus,3565,LearRosenthalOthers04
ODP1218,254.25,39.788,,,Oridorsalis umbonatus,3564,LearRosenthalOthers04
ODP1209,139.58,39.801,2.27,2.31,Oridorsalis umbonatus,2388,DawberTripati11
ODP1218,254.74,39.807,,,Oridorsalis umbonatus,3563,LearRosenthalOthers04
ODP1218,254.75,39.808,,,Oridorsalis umbonatus,3563,LearRosenthalOthers04
ODP1209,139.6,39.819,,,Nuttallides truempyi,2388,DawberTripati11
ODP1209,139.6,39.819,2.06,2.1,Oridorsalis umbonatus,2388,DawberTripati11
ODP1218,255.26,39.826,,,Oridorsalis umbonatus,3563,LearRosenthalOthers04
ODP1218,255.25,39.826,,,Oridorsalis umbonatus,3563,LearRosenthalOthers04
ODP1218,255.25,39.826,,,Oridorsalis umbonatus,3563,LearRosenthalOthers04
ODP1218,255.75,39.846,,,Oridorsalis umbonatus,3562,LearRosenthalOthers04
ODP1218,255.76,39.847,,,Oridorsalis umbonatus,3562,LearRosenthalOthers04
ODP0689,164.09,39.852,2.18,2.15,Oridorsalis umbonatus,1565,LearElderfieldOthers00
ODP0689,164.09,39.852,1.57,2.05,Cibicidoides spp. Lear,1565,LearElderfieldOthers00
ODP1209,139.63,39.853,1.97,2.01,Oridorsalis umbonatus,2388,DawberTripati11
ODP1209,139.65,39.871,2.12,2.16,Oridorsalis umbonatus,2388,DawberTripati11
ODP1218,256.25,39.884,,,Oridorsalis umbonatus,3560,LearRosenthalOthers04
ODP1218,256.26,39.885,,,Oridorsalis umbonatus,3560,LearRosenthalOthers04
ODP1209,139.68,39.888,2.13,2.17,Oridorsalis umbonatus,2388,DawberTripati11
ODP1209,139.7,39.897,2.04,2.08,Oridorsalis umbonatus,2388,DawberTripati11
ODP0757,145.7,39.914,1.6,,Cibicidoides spp.,594,BillupsSchrag03
ODP1209,139.73,39.914,2.02,2.06,Oridorsalis umbonatus,2388,DawberTripati11
ODP1218,256.75,39.915,,,Oridorsalis umbonatus,3558,LearRosenthalOthers04
ODP1209,139.78,39.94,2,2.04,Oridorsalis umbonatus,2388,DawberTripati11
ODP1209,138.7,39.94,,,Oridorsalis umbonatus,2387,DawberTripati11
ODP1218,257.25,39.943,,,Oridorsalis umbonatus,3557,LearRosenthalOthers04
ODP1218,257.25,39.943,,,Oridorsalis umbonatus,3557,LearRosenthalOthers04
ODP1209,139.8,39.948,1.94,1.98,Oridorsalis umbonatus,2388,DawberTripati11
ODP1209,139.83,39.966,2.12,2.16,Oridorsalis umbonatus,2387,DawberTripati11
ODP1218,257.75,39.972,,,Oridorsalis umbonatus,3556,LearRosenthalOthers04
ODP1209,139.85,39.974,1.9,1.94,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,138.75,39.974,1.93,1.97,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,139.88,39.992,1.84,1.88,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,139.9,40,,,Nuttallides truempyi,2387,DawberTripati11
ODP1209,139.9,40,1.95,1.99,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,138.8,40,,,Oridorsalis umbonatus,2387,DawberTripati11
ODP1218,258.26,40,,,Oridorsalis umbonatus,3554,LearRosenthalOthers04
ODP1218,258.25,40,,,Oridorsalis umbonatus,3554,LearRosenthalOthers04
ODP1209,139.93,40.018,1.91,1.95,Oridorsalis umbonatus,2387,DawberTripati11
ODP1218,258.75,40.028,,,Oridorsalis umbonatus,3553,LearRosenthalOthers04
ODP1209,139.95,40.035,1.76,1.8,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,138.85,40.035,1.85,1.89,Oridorsalis umbonatus,2387,DawberTripati11
ODP1218,259.25,40.057,,,Oridorsalis umbonatus,3551,LearRosenthalOthers04
ODP1209,139.98,40.061,1.91,1.95,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,138.9,40.061,,,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,140,40.078,,,Nuttallides truempyi,2387,DawberTripati11
ODP1209,140,40.078,1.78,1.82,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,138.95,40.087,,,Nuttallides truempyi,2386,DawberTripati11
ODP1209,140.03,40.113,,,Nuttallides truempyi,2387,DawberTripati11
ODP1209,139,40.113,,,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,260.25,40.113,,,Oridorsalis umbonatus,3549,LearRosenthalOthers04
ODP1209,140.05,40.13,1.96,2,Oridorsalis umbonatus,2387,DawberTripati11
ODP1218,260.75,40.141,,,Oridorsalis umbonatus,3547,LearRosenthalOthers04
ODP1209,139.05,40.147,2.03,2.07,Oridorsalis umbonatus,2386,DawberTripati11
ODP1209,140.08,40.165,2.08,2.12,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,139.1,40.173,2.21,2.25,Oridorsalis umbonatus,2386,DawberTripati11
ODP1209,139.6,40.18,1.04,2.04,Nuttallides truempyi,2387,DuttonLohmannLeckie05
ODP0689,165.59,40.198,2.42,2.39,Oridorsalis umbonatus,1557,LearElderfieldOthers00
ODP0689,165.59,40.198,1.54,2.01,Cibicidoides spp. Lear,1557,LearElderfieldOthers00
ODP0689,165.59,40.198,1.15,2.13,Nuttallides truempyi,1557,LearElderfieldOthers00
ODP1218,261.75,40.198,,,Oridorsalis umbonatus,3545,LearRosenthalOthers04
ODP1209,139.15,40.199,1.88,1.92,Oridorsalis umbonatus,2386,DawberTripati11
ODP1209,140.13,40.217,2.03,2.07,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,139.2,40.225,,,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,262.26,40.227,,,Oridorsalis umbonatus,3543,LearRosenthalOthers04
ODP1218,262.25,40.25,,,Oridorsalis umbonatus,3542,LearRosenthalOthers04
ODP0757,147.2,40.251,1.93,,Cibicidoides spp.,579,BillupsSchrag03
ODP1209,139.25,40.251,1.94,1.98,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,262.75,40.255,,,Oridorsalis umbonatus,3542,LearRosenthalOthers04
ODP1209,140.18,40.269,1.93,1.97,Oridorsalis umbonatus,2387,DawberTripati11
ODP1209,139.3,40.277,2.27,2.31,Oridorsalis umbonatus,2386,DawberTripati11
ODP1209,139.35,40.303,,,Oridorsalis umbonatus,2386,DawberTripati11
ODP1209,139.4,40.329,,,Nuttallides truempyi,2386,DawberTripati11
ODP1218,263.8,40.331,,,Oridorsalis umbonatus,3538,LearRosenthalOthers04
ODP1218,263.86,40.334,,,Oridorsalis umbonatus,3538,LearRosenthalOthers04
ODP1209,139.45,40.355,,,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,264.36,40.363,,,Oridorsalis umbonatus,3536,LearRosenthalOthers04
ODP1209,139.5,40.381,,,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,264.81,40.388,,,Oridorsalis umbonatus,3535,LearRosenthalOthers04
ODP1218,264.85,40.391,,,Oridorsalis umbonatus,3535,LearRosenthalOthers04
ODP0689,166.54,40.416,2.29,2.13,Cibicidoides spp. Billups,1552,BillupsSchrag03
ODP1209,139.55,40.416,1.9,1.94,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,265.35,40.419,,,Oridorsalis umbonatus,3534,LearRosenthalOthers04
ODP1209,139.6,40.442,,,Oridorsalis umbonatus,2386,DawberTripati11
ODP1218,265.82,40.45,,,Oridorsalis umbonatus,3532,LearRosenthalOthers04
ODP1218,265.85,40.453,,,Oridorsalis umbonatus,3532,LearRosenthalOthers04
ODP1209,139.65,40.468,2.25,2.29,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,139.7,40.494,2.33,2.37,Oridorsalis umbonatus,2385,DawberTripati11
ODP1218,266.35,40.504,,,Oridorsalis umbonatus,3529,LearRosenthalOthers04
ODP1209,139.75,40.521,1.89,1.93,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,139.8,40.547,2.01,2.05,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,139.85,40.573,1.82,1.86,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,139.9,40.6,1.93,1.97,Oridorsalis umbonatus,2385,DawberTripati11
ODP1218,267.37,40.607,,,Oridorsalis umbonatus,3524,LearRosenthalOthers04
ODP1209,139.95,40.626,1.96,2,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,140,40.653,2.05,2.09,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,140.05,40.679,1.86,1.9,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,140.1,40.715,1.98,2.02,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,140.15,40.743,1.97,2.01,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,140.2,40.77,2.12,2.16,Oridorsalis umbonatus,2385,DawberTripati11
ODP1209,140.25,40.797,2.21,2.25,Oridorsalis umbonatus,2385,DawberTripati11
ODP0757,149.3,40.806,1.92,,Cibicidoides spp.,553,BillupsSchrag03
ODP1209,140.3,40.824,2.02,2.06,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.35,40.851,2.18,2.22,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.4,40.878,2.29,2.33,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.45,40.906,2.24,2.28,Oridorsalis umbonatus,2384,DawberTripati11
ODP0689,168.71,40.933,2.77,2.56,Cibicidoides spp. Billups,1540,BillupsSchrag03
ODP1209,140.5,40.933,2.2,2.24,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.55,40.96,2.12,2.16,Oridorsalis umbonatus,2384,DawberTripati11
ODP1218,270.92,40.974,,,Oridorsalis umbonatus,3503,LearRosenthalOthers04
ODP1218,270.95,40.977,,,Oridorsalis umbonatus,3503,LearRosenthalOthers04
ODP1209,140.6,40.987,2.16,2.2,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.65,41.023,2.1,2.14,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.7,41.05,2.4,2.44,Oridorsalis umbonatus,2384,DawberTripati11
ODP0689,169.3,41.077,2.57,2.54,Oridorsalis umbonatus,1536,LearElderfieldOthers00
ODP0689,169.3,41.077,1.64,2.14,Cibicidoides spp. Lear,1536,LearElderfieldOthers00
ODP0689,169.3,41.077,1.44,,Stilostomella subspinosa,1536,LearElderfieldOthers00
ODP0689,169.3,41.077,2.49,,Bulimina tuxpamensis,1536,LearElderfieldOthers00
ODP1209,140.75,41.078,2.14,2.18,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.8,41.105,1.98,2.02,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.85,41.132,2.11,2.15,Oridorsalis umbonatus,2384,DawberTripati11
ODP1209,140.9,41.159,,,Nuttallides truempyi,2384,DawberTripati11
ODP1209,140.95,41.186,2.19,2.23,Oridorsalis umbonatus,2383,DawberTripati11
ODP1209,141,41.213,2.08,2.12,Oridorsalis umbonatus,2383,DawberTripati11
ODP1209,141.1,41.268,,,Nuttallides truempyi,2383,DawberTripati11
ODP1209,141.15,41.304,2.03,2.07,Oridorsalis umbonatus,2383,DawberTripati11
ODP1209,141.2,41.331,2.09,2.13,Oridorsalis umbonatus,2383,DawberTripati11
ODP1209,141.25,41.358,2.21,2.25,Oridorsalis umbonatus,2383,DawberTripati11
ODP1209,141.3,41.385,2.04,2.08,Oridorsalis umbonatus,2383,DawberTripati11
ODP0757,150.8,41.394,2.12,,Cibicidoides spp.,525,BillupsSchrag03
ODP0689,170.68,41.413,2.26,2.11,Cibicidoides spp. Billups,1528,BillupsSchrag03
ODP0689,170.76,41.43,2.5,2.47,Oridorsalis umbonatus,1528,LearElderfieldOthers00
ODP0689,170.76,41.43,1.74,2.27,Cibicidoides spp. Lear,1528,LearElderfieldOthers00
ODP0689,170.76,41.43,1.15,2.12,Nuttallides truempyi,1528,LearElderfieldOthers00
ODP0689,170.76,41.43,2.56,,Bulimina tuxpamensis,1528,LearElderfieldOthers00
ODP1209,141.5,41.494,2.27,2.31,Oridorsalis umbonatus,2383,DawberTripati11
ODP1209,141.55,41.521,2.03,2.07,Oridorsalis umbonatus,2383,DawberTripati11
ODP0689,171.23,41.548,,,Cibicidoides spp. Billups,1525,BillupsSchrag03
ODP1209,141.6,41.548,1.84,1.88,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.65,41.576,2,2.04,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.7,41.603,2.29,2.33,Oridorsalis umbonatus,2382,DawberTripati11
ODP0689,171.63,41.641,,,Cibicidoides spp. Billups,1522,BillupsSchrag03
ODP1209,141.5,41.65,1.9,1.94,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.8,41.65,2.01,2.05,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.55,41.707,2.08,2.12,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.9,41.707,1.94,1.98,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.6,41.754,1.89,1.93,Oridorsalis umbonatus,2382,DawberTripati11
ODP0689,172.14,41.773,,,Cibicidoides spp. Billups,1519,BillupsSchrag03
ODP0757,152.3,41.792,1.9,,Cibicidoides spp.,506,BillupsSchrag03
ODP1209,141.65,41.792,2.13,2.17,Oridorsalis umbonatus,2382,DawberTripati11
ODP1209,141.7,41.821,2.19,2.23,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,141.75,41.849,2.05,2.09,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,141.8,41.877,1.97,2.01,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,141.85,41.896,2,2.04,Oridorsalis umbonatus,2381,DawberTripati11
ODP0689,172.72,41.915,2.63,2.44,Cibicidoides spp. Billups,1516,BillupsSchrag03
ODP1209,141.9,41.925,1.95,1.99,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,141.95,41.953,1.99,2.03,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,141.99,41.972,2.27,2.31,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,142.04,42,2.25,2.29,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,142.09,42.019,2.35,2.39,Oridorsalis umbonatus,2381,DawberTripati11
ODP0689,173.18,42.028,2.39,2.22,Cibicidoides spp. Billups,1513,BillupsSchrag03
ODP1209,142.14,42.047,2.56,2.6,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,142.19,42.076,1.97,2.01,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,142.24,42.095,,,Cibicidoides spp. Dawber,2381,DawberTripati11
ODP0757,153.8,42.123,2.94,,Cibicidoides spp.,490,BillupsSchrag03
ODP1209,142.29,42.123,2.05,2.09,Oridorsalis umbonatus,2381,DawberTripati11
ODP1209,142.34,42.151,1.95,1.99,Oridorsalis umbonatus,2381,DawberTripati11
ODP0689,173.67,42.161,2.89,2.67,Cibicidoides spp. Billups,1509,BillupsSchrag03
ODP1209,142.39,42.18,2.02,2.06,Oridorsalis umbonatus,2380,DawberTripati11
ODP0689,173.8,42.19,2.72,2.69,Oridorsalis umbonatus,1509,LearElderfieldOthers00
ODP0689,173.8,42.19,1.31,2.43,Nuttallides truempyi,1509,LearElderfieldOthers00
ODP1209,142.44,42.199,1.99,2.03,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.49,42.227,2.08,2.12,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.54,42.255,,,Cibicidoides spp. Dawber,2380,DawberTripati11
ODP1209,142.59,42.274,2.08,2.12,Oridorsalis umbonatus,2380,DawberTripati11
ODP0689,174.26,42.302,2.37,2.2,Cibicidoides spp. Billups,1506,BillupsSchrag03
ODP1209,142.64,42.302,2.16,2.2,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.69,42.331,2.18,2.22,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.74,42.35,2.25,2.29,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.79,42.378,2.18,2.22,Oridorsalis umbonatus,2380,DawberTripati11
ODP0689,174.66,42.406,,,Cibicidoides spp. Billups,1503,BillupsSchrag03
ODP1209,142.84,42.406,2.58,2.62,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.89,42.435,,,Oridorsalis umbonatus,2380,DawberTripati11
ODP0757,155.3,42.454,2.22,,Cibicidoides spp.,475,BillupsSchrag03
ODP1209,142.94,42.454,1.91,1.95,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,142.99,42.482,1.82,1.86,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,143.04,42.51,2.18,2.22,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,141.5,42.513,1.13,2.21,Nuttallides truempyi,2379,DuttonLohmannLeckie05
ODP1209,141.5,42.513,2.27,2.31,Oridorsalis umbonatus,2379,DuttonLohmannLeckie05
ODP1209,143.09,42.529,1.99,2.03,Oridorsalis umbonatus,2380,DawberTripati11
ODP1209,143.14,42.558,2.53,2.57,Oridorsalis umbonatus,2379,DawberTripati11
ODP0689,175.3,42.569,2.31,2.28,Oridorsalis umbonatus,1499,LearElderfieldOthers00
ODP0689,175.3,42.569,1.01,1.85,Nuttallides truempyi,1499,LearElderfieldOthers00
ODP1209,143.19,42.586,2.15,2.19,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.24,42.614,2.12,2.16,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.29,42.633,,,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.34,42.662,2.14,2.18,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.39,42.69,2.44,2.48,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.44,42.709,2.21,2.25,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.49,42.737,2.69,2.73,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.54,42.765,2.33,2.37,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.59,42.796,2.24,2.28,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.64,42.817,2.11,2.15,Oridorsalis umbonatus,2379,DawberTripati11
ODP0757,156.8,42.848,2.13,,Cibicidoides spp.,455,BillupsSchrag03
ODP1209,143.69,42.848,2.41,2.45,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.74,42.879,2.1,2.14,Oridorsalis umbonatus,2379,DawberTripati11
ODP1209,143.79,42.9,2.47,2.51,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,143.84,42.931,1.99,2.03,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,143.89,42.962,2.51,2.55,Oridorsalis umbonatus,2378,DawberTripati11
ODP0689,176.8,42.965,2.33,2.3,Oridorsalis umbonatus,1489,LearElderfieldOthers00
ODP1209,143.94,42.983,2.09,2.13,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,143.99,43.004,1.75,1.79,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.04,43.014,1.96,2,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.09,43.024,2.05,2.09,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.14,43.035,1.89,1.93,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.19,43.045,1.81,1.85,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.24,43.066,1.98,2.01,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.29,43.076,2.01,2.04,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.34,43.087,2.5,2.53,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.39,43.097,2.03,2.06,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.44,43.108,1.9,1.93,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.49,43.118,,,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.54,43.128,2.06,2.09,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.59,43.139,1.8,1.83,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.64,43.149,1.96,1.99,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.69,43.17,2.26,2.29,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.74,43.18,2.24,2.27,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.79,43.191,2.22,2.25,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.84,43.201,2.11,2.14,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.89,43.211,1.96,1.99,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.94,43.222,2.02,2.05,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,144.99,43.232,1.98,2.01,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.04,43.243,1.96,1.99,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.09,43.263,1.8,1.83,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.14,43.274,2.17,2.2,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.24,43.295,,,Cibicidoides spp. Dawber,2378,DawberTripati11
ODP1209,145.24,43.295,,,Oridorsalis umbonatus,2378,DawberTripati11
ODP0757,158.3,43.305,2.1,,Cibicidoides spp.,432,BillupsSchrag03
ODP1209,145.29,43.305,1.79,1.82,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.34,43.315,2.07,2.1,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.39,43.326,1.82,1.85,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.44,43.336,1.96,1.99,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.49,43.357,2.04,2.07,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.54,43.367,2.17,2.2,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.59,43.378,,,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.64,43.388,2.07,2.1,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.69,43.399,,,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.74,43.409,,,Cibicidoides spp. Dawber,2378,DawberTripati11
ODP1209,145.79,43.419,,,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.84,43.43,2.04,2.07,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.94,43.461,2.01,2.04,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,145.99,43.471,1.98,2.01,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,146.04,43.482,,,Cibicidoides spp. Dawber,2378,DawberTripati11
ODP1209,146.04,43.482,,,Oridorsalis umbonatus,2378,DawberTripati11
ODP1209,146.09,43.492,2.03,2.06,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.14,43.502,,,Cibicidoides spp. Dawber,2377,DawberTripati11
ODP1209,146.14,43.502,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.19,43.513,2.21,2.24,Oridorsalis umbonatus,2377,DawberTripati11
ODP0757,159,43.523,2.09,,Cibicidoides spp.,421,BillupsSchrag03
ODP1209,146.24,43.523,2.12,2.15,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.29,43.544,2.07,2.1,Oridorsalis umbonatus,2377,DawberTripati11
ODP0689,178.9,43.547,2.41,2.37,Oridorsalis umbonatus,1474,LearElderfieldOthers00
ODP0689,178.9,43.547,1.7,2.21,Cibicidoides spp. Lear,1474,LearElderfieldOthers00
ODP0689,178.9,43.547,2.28,,Bulimina tuxpamensis,1474,LearElderfieldOthers00
ODP1209,146.34,43.554,2.16,2.19,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.39,43.565,2.07,2.1,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.44,43.575,2.39,2.42,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.49,43.586,1.87,1.9,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.54,43.596,2.18,2.21,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.59,43.606,2.16,2.19,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.64,43.617,2.28,2.31,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.69,43.627,2.24,2.27,Oridorsalis umbonatus,2377,DawberTripati11
ODP0689,179.26,43.647,2.72,2.68,Oridorsalis umbonatus,1471,LearElderfieldOthers00
ODP1209,146.74,43.648,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.79,43.658,2.73,2.76,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.84,43.669,2.27,2.3,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.94,43.69,2.23,2.26,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.99,43.7,2.16,2.19,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.04,43.71,2.35,2.38,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.09,43.721,2.18,2.21,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.14,43.741,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,146.99,43.743,1.96,1.99,Oridorsalis umbonatus,2377,DuttonLohmannLeckie05
ODP1209,147.19,43.752,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.24,43.762,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.29,43.773,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.34,43.783,2.26,2.29,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.39,43.793,2.19,2.22,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.39,43.793,2.01,2.04,Oridorsalis umbonatus,2377,DawberTripati11
ODP0689,179.81,43.804,,,Cibicidoides spp. Billups,1467,BillupsSchrag03
ODP1209,147.44,43.804,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.49,43.814,1.85,1.88,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.54,43.835,,,Cibicidoides spp. Dawber,2377,DawberTripati11
ODP1209,147.64,43.856,,,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.69,43.866,2.25,2.28,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.74,43.887,2.16,2.19,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.79,43.897,2.61,2.64,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.84,43.908,2.11,2.14,Oridorsalis umbonatus,2377,DawberTripati11
ODP0757,160.5,43.929,2.97,,Cibicidoides spp.,401,BillupsSchrag03
ODP1209,147.89,43.929,2.31,2.34,Oridorsalis umbonatus,2377,DawberTripati11
ODP1209,147.94,43.939,2.39,2.42,Oridorsalis umbonatus,2377,DawberTripati11
